file_name,model_type,prompt_detail,temp,completion_id,compiled,passed_bench,correct,first CT,Levenshtein distance,area
REF.txt,manual,NA,NA,NA,1,1,1,"6F0FA9163F92C56027EA4D329455D7D7
",0,1837.891612
completions_llm/completion_H_t0.1_0.v,llm,H,0.1,0,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_1.v,llm,H,0.1,1,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_10.v,llm,H,0.1,10,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_11.v,llm,H,0.1,11,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_12.v,llm,H,0.1,12,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_13.v,llm,H,0.1,13,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_14.v,llm,H,0.1,14,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_15.v,llm,H,0.1,15,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_16.v,llm,H,0.1,16,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_17.v,llm,H,0.1,17,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_18.v,llm,H,0.1,18,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_19.v,llm,H,0.1,19,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_2.v,llm,H,0.1,2,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_20.v,llm,H,0.1,20,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_21.v,llm,H,0.1,21,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_22.v,llm,H,0.1,22,1,1,0,"D9A7667D2F8609DB0779E733F21E1505
",2556,56.623104
completions_llm/completion_H_t0.1_23.v,llm,H,0.1,23,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_24.v,llm,H,0.1,24,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_25.v,llm,H,0.1,25,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_26.v,llm,H,0.1,26,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_27.v,llm,H,0.1,27,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_28.v,llm,H,0.1,28,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_29.v,llm,H,0.1,29,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_3.v,llm,H,0.1,3,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_30.v,llm,H,0.1,30,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_31.v,llm,H,0.1,31,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_32.v,llm,H,0.1,32,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_33.v,llm,H,0.1,33,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_34.v,llm,H,0.1,34,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_35.v,llm,H,0.1,35,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_36.v,llm,H,0.1,36,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_37.v,llm,H,0.1,37,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_38.v,llm,H,0.1,38,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_39.v,llm,H,0.1,39,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_4.v,llm,H,0.1,4,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_40.v,llm,H,0.1,40,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_41.v,llm,H,0.1,41,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_42.v,llm,H,0.1,42,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_43.v,llm,H,0.1,43,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_44.v,llm,H,0.1,44,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_45.v,llm,H,0.1,45,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_46.v,llm,H,0.1,46,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_47.v,llm,H,0.1,47,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_48.v,llm,H,0.1,48,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_49.v,llm,H,0.1,49,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_5.v,llm,H,0.1,5,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_50.v,llm,H,0.1,50,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_51.v,llm,H,0.1,51,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_52.v,llm,H,0.1,52,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_53.v,llm,H,0.1,53,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_54.v,llm,H,0.1,54,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_55.v,llm,H,0.1,55,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_56.v,llm,H,0.1,56,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_57.v,llm,H,0.1,57,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_58.v,llm,H,0.1,58,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_59.v,llm,H,0.1,59,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_6.v,llm,H,0.1,6,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_60.v,llm,H,0.1,60,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_61.v,llm,H,0.1,61,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_62.v,llm,H,0.1,62,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_63.v,llm,H,0.1,63,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_64.v,llm,H,0.1,64,1,1,0,"6B31BAEF52878113B5844CFF136FD98C
",2514,0.000000
completions_llm/completion_H_t0.1_65.v,llm,H,0.1,65,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_66.v,llm,H,0.1,66,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_67.v,llm,H,0.1,67,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_68.v,llm,H,0.1,68,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_69.v,llm,H,0.1,69,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_7.v,llm,H,0.1,7,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_70.v,llm,H,0.1,70,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_71.v,llm,H,0.1,71,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_72.v,llm,H,0.1,72,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_73.v,llm,H,0.1,73,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_74.v,llm,H,0.1,74,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_75.v,llm,H,0.1,75,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_76.v,llm,H,0.1,76,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_77.v,llm,H,0.1,77,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_78.v,llm,H,0.1,78,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_79.v,llm,H,0.1,79,1,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_8.v,llm,H,0.1,8,1,1,0,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
",2880,0.000000
completions_llm/completion_H_t0.1_80.v,llm,H,0.1,80,1,0,0,NA,NA,NA
