file_name,model_type,prompt_detail,temp,completion_id,compiled,passed_bench,correct,first CT,Levenshtein distance,area
REF.txt,manual,NA,NA,NA,1,1,1,"5579C1387B228445
",0,7.028736
completions_llm/completion_H_t0.1_0.v,llm,H,0.1,0,1,1,0,"EAA6C73D6342178D
",446,1.327104
completions_llm/completion_H_t0.1_1.v,llm,H,0.1,1,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_10.v,llm,H,0.1,10,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_11.v,llm,H,0.1,11,1,1,0,"97FE3E95B0AC511B
",452,0.000000
completions_llm/completion_H_t0.1_12.v,llm,H,0.1,12,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_13.v,llm,H,0.1,13,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_14.v,llm,H,0.1,14,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_15.v,llm,H,0.1,15,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_16.v,llm,H,0.1,16,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_17.v,llm,H,0.1,17,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_18.v,llm,H,0.1,18,1,1,0,"EAA6C73D6342178D
",446,1.327104
completions_llm/completion_H_t0.1_19.v,llm,H,0.1,19,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_2.v,llm,H,0.1,2,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_20.v,llm,H,0.1,20,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_21.v,llm,H,0.1,21,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_22.v,llm,H,0.1,22,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_23.v,llm,H,0.1,23,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_24.v,llm,H,0.1,24,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_25.v,llm,H,0.1,25,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_26.v,llm,H,0.1,26,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_27.v,llm,H,0.1,27,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_28.v,llm,H,0.1,28,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_29.v,llm,H,0.1,29,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_3.v,llm,H,0.1,3,1,1,0,"EAA6C73D6342178D
",446,1.327104
completions_llm/completion_H_t0.1_30.v,llm,H,0.1,30,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_31.v,llm,H,0.1,31,1,1,0,"97FE3E95B0AC511B
",452,0.000000
completions_llm/completion_H_t0.1_32.v,llm,H,0.1,32,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_33.v,llm,H,0.1,33,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_34.v,llm,H,0.1,34,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_35.v,llm,H,0.1,35,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_36.v,llm,H,0.1,36,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_37.v,llm,H,0.1,37,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_38.v,llm,H,0.1,38,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_39.v,llm,H,0.1,39,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_4.v,llm,H,0.1,4,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_40.v,llm,H,0.1,40,0,0,0,NA,NA,NA
completions_llm/completion_H_t0.1_41.v,llm,H,0.1,41,0,0,0,NA,NA,NA
